review_id,rating,title,content,review_date,is_deleted,deleted_date,ticket_id
10862,1,Fun day,"Some parts were good, but there is room for improvement.",2025-01-22,false,,8344
10863,3,Amazing,The visit was fun and memorable.,2024-02-16,false,,12681
10864,5,Fun day,It was too crowded and not as expected.,2024-02-22,false,,10326
10865,1,Very good,Everything was well organized and enjoyable.,2024-11-27,false,,369
10866,3,Not bad,"Some parts were good, but there is room for improvement.",2024-03-11,false,,14982
10867,3,Fun day,I would recommend this place to others.,2024-12-23,false,,18149
10868,1,Disappointing,I had a good experience overall.,2025-01-20,false,,11451
10869,4,Could be better,The attraction was interesting and worth the price.,2024-02-07,true,2025-03-04,1021
10870,3,Highly recommended,I had a good experience overall.,2024-04-04,true,2025-03-15,6886
10871,1,Very good,A nice attraction for families and children.,2024-10-16,true,2025-03-27,14710
10872,4,Fun day,I would recommend this place to others.,2024-04-09,false,,17275
10873,3,Fun day,The place was clean and the staff were helpful.,2024-06-16,true,2025-03-23,12433
10874,4,Very good,A nice attraction for families and children.,2024-01-29,true,2025-03-28,15105
10875,3,Fun day,Everything was well organized and enjoyable.,2024-07-17,false,,14698
10876,4,Amazing,The visit was fun and memorable.,2024-02-07,true,2025-03-30,15430
10877,5,Very good,I expected more from the experience.,2024-11-01,false,,368
10878,2,Worth it,I would recommend this place to others.,2024-07-22,false,,1751
10879,5,Disappointing,It was too crowded and not as expected.,2024-06-16,true,2025-03-02,18978
10880,3,Highly recommended,The visit was fun and memorable.,2024-12-01,true,2025-03-17,5450
10881,2,Highly recommended,"Some parts were good, but there is room for improvement.",2024-09-10,true,2025-03-31,14159
10882,1,Highly recommended,I had a good experience overall.,2024-04-22,true,2025-03-20,7339
10883,2,Amazing,I had a good experience overall.,2024-10-06,true,2025-03-15,15612
10884,3,Very good,The place was clean and the staff were helpful.,2024-03-01,false,,11121
10885,3,Worth it,Everything was well organized and enjoyable.,2024-01-30,true,2025-03-17,13202
10886,3,Nice place,The visit was fun and memorable.,2024-07-10,false,,7311
10887,2,Amazing,The visit was fun and memorable.,2024-11-13,true,2025-03-29,17251
10888,1,Worth it,The visit was fun and memorable.,2024-12-14,false,,616
10889,4,Not bad,The visit was fun and memorable.,2024-02-17,false,,17214
10890,3,Highly recommended,I would recommend this place to others.,2024-08-06,false,,9290
10891,3,Great for families,The place was clean and the staff were helpful.,2024-03-11,false,,9123
10892,3,Worth it,Everything was well organized and enjoyable.,2024-12-20,false,,18863
10893,4,Highly recommended,I expected more from the experience.,2024-11-22,true,2025-03-20,11726
10894,4,Highly recommended,Everything was well organized and enjoyable.,2024-11-17,true,2025-03-02,6445
10895,3,Highly recommended,The place was clean and the staff were helpful.,2024-09-19,false,,300
10896,5,Worth it,I would recommend this place to others.,2024-11-30,true,2025-03-30,17377
10897,4,Highly recommended,The attraction was interesting and worth the price.,2024-09-11,true,2025-03-07,6566
10898,2,Could be better,I had a good experience overall.,2024-06-28,true,2025-03-07,18889
10899,1,Fun day,The visit was fun and memorable.,2024-10-12,false,,11700
10900,1,Nice place,It was too crowded and not as expected.,2024-05-10,true,2025-03-15,3197
10901,1,Great for families,Everything was well organized and enjoyable.,2024-05-02,true,2025-03-30,1621
10902,3,Worth it,It was too crowded and not as expected.,2024-12-19,true,2025-03-15,6936
10903,5,Highly recommended,The visit was fun and memorable.,2024-09-11,true,2025-03-28,748
10904,3,Not bad,The visit was fun and memorable.,2024-01-09,true,2025-03-24,17638
10905,3,Great for families,It was too crowded and not as expected.,2024-09-14,true,2025-03-11,7850
10906,1,Great for families,The visit was fun and memorable.,2025-02-09,true,2025-03-02,4301
10907,1,Worth it,It was too crowded and not as expected.,2025-01-29,false,,13548
10908,2,Highly recommended,The attraction was interesting and worth the price.,2024-11-20,false,,6983
10909,3,Worth it,I had a good experience overall.,2024-07-13,true,2025-03-10,3973
10910,4,Highly recommended,The attraction was interesting and worth the price.,2024-09-21,false,,17114
10911,3,Amazing,I would recommend this place to others.,2024-05-17,true,2025-03-30,7496
10912,2,Not bad,Everything was well organized and enjoyable.,2024-06-13,true,2025-03-06,470
10913,2,Not bad,I expected more from the experience.,2024-02-19,false,,18899
10914,5,Could be better,"Some parts were good, but there is room for improvement.",2024-11-26,true,2025-03-08,16774
10915,5,Highly recommended,"Some parts were good, but there is room for improvement.",2024-12-18,false,,19930
10916,4,Great for families,I had a good experience overall.,2024-06-08,true,2025-03-24,16832
10917,3,Nice place,Everything was well organized and enjoyable.,2024-12-02,true,2025-03-07,965
10918,5,Could be better,The visit was fun and memorable.,2025-02-18,true,2025-03-03,10002
10919,1,Nice place,I expected more from the experience.,2024-06-11,true,2025-03-10,12124
10920,4,Disappointing,"Some parts were good, but there is room for improvement.",2025-01-10,true,2025-03-29,18513
10921,1,Disappointing,Everything was well organized and enjoyable.,2024-03-03,false,,10846
10922,1,Great for families,I would recommend this place to others.,2024-12-31,true,2025-03-14,2205
10923,5,Could be better,The attraction was interesting and worth the price.,2024-02-26,false,,18435
10924,5,Worth it,"Some parts were good, but there is room for improvement.",2024-02-04,false,,2596
10925,2,Amazing,The place was clean and the staff were helpful.,2024-05-13,false,,16134
10926,2,Disappointing,I would recommend this place to others.,2024-08-05,false,,15158
10927,5,Nice place,I would recommend this place to others.,2024-03-19,true,2025-03-06,6276
10928,2,Great for families,The attraction was interesting and worth the price.,2024-02-03,true,2025-03-07,1623
10929,2,Great for families,The attraction was interesting and worth the price.,2025-02-11,false,,8339
10930,2,Great for families,"Some parts were good, but there is room for improvement.",2025-01-29,false,,2931
10931,1,Not bad,"Some parts were good, but there is room for improvement.",2024-02-24,false,,8844
10932,1,Amazing,I expected more from the experience.,2024-12-05,true,2025-03-25,267
10933,5,Great for families,The attraction was interesting and worth the price.,2024-11-03,true,2025-03-21,5899
10934,5,Amazing,I expected more from the experience.,2024-09-02,false,,19252
10935,1,Disappointing,I had a good experience overall.,2024-02-29,true,2025-03-28,4494
10936,1,Highly recommended,The place was clean and the staff were helpful.,2025-02-08,true,2025-03-18,3163
10937,1,Not bad,I expected more from the experience.,2024-04-30,true,2025-03-28,7865
10938,1,Worth it,A nice attraction for families and children.,2024-04-30,true,2025-03-26,16116
10939,4,Disappointing,A nice attraction for families and children.,2024-03-15,true,2025-03-05,7424
10940,3,Could be better,I expected more from the experience.,2024-07-27,true,2025-03-25,6099
10941,5,Worth it,The visit was fun and memorable.,2024-03-23,true,2025-03-16,9842
10942,1,Not bad,The attraction was interesting and worth the price.,2024-05-23,true,2025-03-30,10845
10943,2,Fun day,Everything was well organized and enjoyable.,2024-06-20,false,,53
10944,2,Nice place,The attraction was interesting and worth the price.,2024-09-08,true,2025-03-29,10781
10945,4,Not bad,A nice attraction for families and children.,2024-04-25,false,,609
10946,5,Amazing,A nice attraction for families and children.,2024-11-22,true,2025-03-10,3628
10947,2,Very good,It was too crowded and not as expected.,2024-03-06,true,2025-03-24,958
10948,2,Great for families,"Some parts were good, but there is room for improvement.",2024-01-02,false,,5284
10949,2,Very good,I would recommend this place to others.,2024-01-09,true,2025-03-28,895
10950,1,Could be better,The place was clean and the staff were helpful.,2024-01-12,true,2025-03-29,17503
10951,2,Fun day,I had a good experience overall.,2024-06-25,true,2025-03-24,1065
10952,4,Fun day,The place was clean and the staff were helpful.,2024-10-23,false,,19037
10953,3,Not bad,It was too crowded and not as expected.,2024-03-12,true,2025-03-02,726
10954,5,Great for families,I would recommend this place to others.,2024-06-28,true,2025-03-07,123
10955,5,Could be better,It was too crowded and not as expected.,2024-08-28,false,,16325
10956,4,Amazing,I had a good experience overall.,2024-07-06,true,2025-03-11,6725
10957,2,Worth it,It was too crowded and not as expected.,2024-06-13,true,2025-03-08,17559
10958,2,Very good,A nice attraction for families and children.,2024-05-28,false,,6316
10959,4,Could be better,I expected more from the experience.,2025-01-22,false,,13801
10960,4,Could be better,I expected more from the experience.,2024-10-06,false,,10731
10961,4,Nice place,The visit was fun and memorable.,2024-05-16,false,,14677
10962,1,Amazing,I would recommend this place to others.,2024-07-30,false,,1630
10963,5,Great for families,The attraction was interesting and worth the price.,2024-12-14,false,,17078
10964,2,Could be better,The attraction was interesting and worth the price.,2024-12-17,true,2025-03-02,17814
10965,1,Very good,I had a good experience overall.,2024-01-21,true,2025-03-21,3277
10966,4,Fun day,I had a good experience overall.,2024-05-19,true,2025-03-08,2963
10967,2,Not bad,Everything was well organized and enjoyable.,2024-04-24,false,,1963
10968,1,Worth it,I expected more from the experience.,2024-05-06,true,2025-04-01,19866
10969,5,Very good,I had a good experience overall.,2024-08-19,true,2025-03-25,10282
10970,4,Amazing,I expected more from the experience.,2024-09-15,true,2025-03-16,9145
10971,2,Not bad,I had a good experience overall.,2024-03-12,false,,19231
10972,2,Worth it,I had a good experience overall.,2024-12-12,true,2025-03-09,12883
10973,4,Not bad,I had a good experience overall.,2024-05-06,false,,14126
10974,2,Worth it,The attraction was interesting and worth the price.,2024-11-22,true,2025-03-25,11215
10975,4,Disappointing,"Some parts were good, but there is room for improvement.",2024-04-18,true,2025-03-17,2068
10976,1,Nice place,"Some parts were good, but there is room for improvement.",2024-04-07,false,,15570
10977,3,Amazing,"Some parts were good, but there is room for improvement.",2024-10-09,true,2025-03-04,9986
10978,1,Disappointing,The visit was fun and memorable.,2024-03-16,true,2025-03-25,4642
10979,4,Worth it,A nice attraction for families and children.,2024-12-07,false,,1861
10980,2,Amazing,I would recommend this place to others.,2024-01-11,true,2025-03-17,12735
10981,4,Worth it,I expected more from the experience.,2024-07-08,true,2025-03-15,14877
10982,3,Nice place,A nice attraction for families and children.,2025-01-28,true,2025-03-24,2396
10983,2,Not bad,"Some parts were good, but there is room for improvement.",2025-02-06,false,,19125
10984,2,Worth it,I had a good experience overall.,2024-04-30,true,2025-03-19,1534
10985,5,Highly recommended,It was too crowded and not as expected.,2024-07-26,true,2025-03-30,15599
10986,3,Disappointing,The visit was fun and memorable.,2024-11-04,true,2025-03-02,16464
10987,3,Worth it,I expected more from the experience.,2024-04-20,false,,7585
10988,3,Amazing,I would recommend this place to others.,2024-04-11,true,2025-03-12,10375
10989,5,Highly recommended,The visit was fun and memorable.,2024-05-26,false,,18775
10990,2,Amazing,The place was clean and the staff were helpful.,2025-02-26,true,2025-03-27,1942
10991,3,Could be better,I had a good experience overall.,2024-02-08,true,2025-03-14,17539
10992,1,Amazing,A nice attraction for families and children.,2024-09-30,true,2025-03-08,14771
10993,5,Not bad,"Some parts were good, but there is room for improvement.",2024-12-09,false,,7168
10994,1,Great for families,I had a good experience overall.,2025-01-02,true,2025-03-27,18158
10995,1,Very good,"Some parts were good, but there is room for improvement.",2024-12-14,false,,12221
10996,5,Worth it,I expected more from the experience.,2024-07-05,false,,17225
10997,1,Great for families,I expected more from the experience.,2024-06-14,true,2025-03-10,2772
10998,2,Amazing,I had a good experience overall.,2024-04-12,true,2025-03-19,3411
10999,3,Very good,The attraction was interesting and worth the price.,2024-01-21,false,,18599
11000,3,Very good,It was too crowded and not as expected.,2024-12-30,true,2025-03-16,10322
11001,3,Not bad,The place was clean and the staff were helpful.,2025-02-28,false,,2384
11002,4,Fun day,The attraction was interesting and worth the price.,2024-05-28,false,,388
11003,3,Highly recommended,I would recommend this place to others.,2024-04-09,true,2025-03-08,8256
11004,1,Not bad,A nice attraction for families and children.,2024-11-04,true,2025-03-18,14217
11005,2,Disappointing,"Some parts were good, but there is room for improvement.",2024-04-14,true,2025-03-07,5729
11006,3,Amazing,I would recommend this place to others.,2024-10-07,false,,11446
11007,4,Very good,A nice attraction for families and children.,2024-06-17,false,,3164
11008,5,Worth it,I expected more from the experience.,2025-01-27,true,2025-03-02,17060
11009,1,Amazing,"Some parts were good, but there is room for improvement.",2024-06-25,true,2025-03-31,11575
11010,3,Disappointing,"Some parts were good, but there is room for improvement.",2024-05-15,true,2025-03-17,19786
11011,3,Fun day,The place was clean and the staff were helpful.,2024-01-31,true,2025-03-18,2671
11012,4,Not bad,"Some parts were good, but there is room for improvement.",2024-02-07,false,,1248
11013,2,Highly recommended,A nice attraction for families and children.,2024-10-27,true,2025-03-20,1969
11014,1,Nice place,Everything was well organized and enjoyable.,2024-09-26,false,,10802
11015,5,Disappointing,The place was clean and the staff were helpful.,2024-06-07,true,2025-03-05,1751
11016,5,Not bad,I would recommend this place to others.,2024-05-25,false,,15225
11017,5,Not bad,I had a good experience overall.,2025-01-14,true,2025-03-04,6024
11018,5,Not bad,It was too crowded and not as expected.,2024-01-06,false,,9386
11019,4,Amazing,The place was clean and the staff were helpful.,2024-01-08,true,2025-03-29,6018
11020,2,Amazing,The visit was fun and memorable.,2024-10-29,true,2025-03-02,17630
11021,2,Worth it,The place was clean and the staff were helpful.,2024-11-16,true,2025-03-11,8299
11022,3,Very good,I had a good experience overall.,2025-02-21,false,,6004
11023,2,Very good,"Some parts were good, but there is room for improvement.",2024-01-30,true,2025-03-14,8022
11024,3,Nice place,The visit was fun and memorable.,2024-07-05,false,,18961
11025,1,Worth it,A nice attraction for families and children.,2024-02-29,true,2025-03-17,11996
11026,1,Great for families,I would recommend this place to others.,2024-03-20,true,2025-03-12,2285
11027,3,Disappointing,I would recommend this place to others.,2024-05-12,false,,6587
11028,4,Amazing,"Some parts were good, but there is room for improvement.",2024-04-17,false,,4662
11029,2,Nice place,The visit was fun and memorable.,2024-08-03,false,,18402
11030,3,Nice place,The place was clean and the staff were helpful.,2024-01-16,true,2025-03-05,16809
11031,3,Could be better,The visit was fun and memorable.,2025-01-10,true,2025-03-07,8822
11032,1,Could be better,Everything was well organized and enjoyable.,2025-01-06,false,,8901
11033,3,Not bad,Everything was well organized and enjoyable.,2024-02-21,false,,503
11034,4,Great for families,I had a good experience overall.,2024-05-05,true,2025-03-17,19915
11035,3,Great for families,The visit was fun and memorable.,2024-11-26,false,,823
11036,5,Highly recommended,I expected more from the experience.,2025-02-05,false,,17253
11037,5,Fun day,I had a good experience overall.,2024-10-25,false,,6144
11038,2,Great for families,It was too crowded and not as expected.,2024-03-16,false,,14970
11039,1,Amazing,It was too crowded and not as expected.,2024-03-28,true,2025-03-09,18544
11040,3,Amazing,The attraction was interesting and worth the price.,2024-02-18,false,,16893
11041,5,Very good,A nice attraction for families and children.,2025-01-10,false,,3581
11042,5,Disappointing,I expected more from the experience.,2024-09-24,true,2025-03-19,15546
11043,1,Could be better,A nice attraction for families and children.,2024-04-14,true,2025-03-20,6051
11044,5,Fun day,I had a good experience overall.,2024-12-10,false,,2111
11045,4,Not bad,The attraction was interesting and worth the price.,2025-01-17,true,2025-03-14,3994
11046,3,Worth it,I had a good experience overall.,2024-09-15,true,2025-03-28,10840
11047,1,Amazing,The visit was fun and memorable.,2024-08-07,false,,17553
11048,4,Could be better,A nice attraction for families and children.,2024-02-07,true,2025-03-08,2689
11049,3,Could be better,I expected more from the experience.,2024-10-17,true,2025-03-24,16714
11050,5,Worth it,I would recommend this place to others.,2024-04-05,false,,14122
11051,1,Very good,The visit was fun and memorable.,2024-03-02,true,2025-03-11,2004
11052,1,Could be better,I expected more from the experience.,2024-09-11,true,2025-03-05,9697
11053,4,Very good,A nice attraction for families and children.,2024-02-02,false,,9482
11054,3,Not bad,I would recommend this place to others.,2024-01-02,true,2025-03-04,2588
11055,2,Not bad,Everything was well organized and enjoyable.,2024-08-25,true,2025-03-04,282
11056,5,Nice place,I would recommend this place to others.,2024-03-31,true,2025-03-21,5719
11057,5,Worth it,Everything was well organized and enjoyable.,2024-04-11,false,,2085
11058,2,Could be better,I would recommend this place to others.,2025-02-14,false,,8081
11059,2,Worth it,It was too crowded and not as expected.,2024-08-23,true,2025-04-01,15646
11060,3,Nice place,I had a good experience overall.,2024-06-22,false,,8228
11061,2,Highly recommended,I would recommend this place to others.,2024-11-10,true,2025-03-12,1614
11062,2,Disappointing,The visit was fun and memorable.,2024-10-26,false,,5696
11063,4,Fun day,The visit was fun and memorable.,2024-09-02,false,,6795
11064,5,Nice place,I had a good experience overall.,2024-02-01,true,2025-03-24,12317
11065,1,Could be better,The place was clean and the staff were helpful.,2024-10-22,false,,19560
11066,1,Worth it,Everything was well organized and enjoyable.,2025-01-26,true,2025-03-17,10373
11067,5,Not bad,A nice attraction for families and children.,2024-08-15,true,2025-03-14,17695
11068,5,Amazing,I expected more from the experience.,2024-10-19,false,,8579
11069,3,Nice place,Everything was well organized and enjoyable.,2024-03-12,true,2025-03-28,6041
11070,5,Could be better,The attraction was interesting and worth the price.,2024-12-13,false,,10607
11071,1,Disappointing,"Some parts were good, but there is room for improvement.",2024-04-01,false,,64
11072,5,Amazing,The place was clean and the staff were helpful.,2024-06-15,false,,4715
11073,2,Great for families,The visit was fun and memorable.,2024-03-01,true,2025-03-28,18289
11074,5,Could be better,The visit was fun and memorable.,2024-06-04,true,2025-03-27,5135
11075,4,Worth it,I expected more from the experience.,2024-05-14,false,,14569
11076,2,Disappointing,I expected more from the experience.,2025-01-20,true,2025-03-30,13251
11077,1,Worth it,"Some parts were good, but there is room for improvement.",2024-07-17,true,2025-04-01,13502
11078,1,Amazing,It was too crowded and not as expected.,2024-03-31,false,,383
11079,1,Fun day,The attraction was interesting and worth the price.,2024-05-24,false,,8541
11080,3,Fun day,It was too crowded and not as expected.,2024-02-01,true,2025-03-22,6045
11081,2,Worth it,I expected more from the experience.,2024-02-04,false,,17229
11082,4,Highly recommended,It was too crowded and not as expected.,2024-07-02,false,,3861
11083,5,Not bad,I expected more from the experience.,2024-09-20,true,2025-03-06,14944
11084,1,Disappointing,I expected more from the experience.,2024-04-15,true,2025-03-19,6971
11085,5,Very good,I would recommend this place to others.,2024-02-26,true,2025-03-24,16324
11086,2,Could be better,The visit was fun and memorable.,2025-02-03,false,,7420
11087,5,Nice place,I would recommend this place to others.,2024-07-10,false,,7941
11088,4,Very good,I had a good experience overall.,2024-01-16,false,,17747
11089,4,Amazing,Everything was well organized and enjoyable.,2024-11-21,true,2025-03-18,17839
11090,2,Great for families,The attraction was interesting and worth the price.,2025-01-16,false,,10830
11091,1,Great for families,"Some parts were good, but there is room for improvement.",2024-08-15,false,,14948
11092,5,Amazing,A nice attraction for families and children.,2024-12-07,false,,9227
11093,3,Great for families,The place was clean and the staff were helpful.,2024-08-01,true,2025-03-19,5844
11094,3,Not bad,I expected more from the experience.,2025-01-11,true,2025-03-30,15951
11095,2,Very good,It was too crowded and not as expected.,2024-09-01,true,2025-03-20,2715
11096,4,Not bad,The place was clean and the staff were helpful.,2024-06-13,false,,8385
11097,3,Fun day,I expected more from the experience.,2025-01-25,true,2025-03-07,4430
11098,3,Disappointing,A nice attraction for families and children.,2024-07-06,false,,12742
11099,1,Highly recommended,The visit was fun and memorable.,2024-11-01,false,,12028
11100,4,Highly recommended,Everything was well organized and enjoyable.,2024-01-16,false,,1950
11101,3,Highly recommended,The attraction was interesting and worth the price.,2024-04-11,true,2025-03-15,18369
11102,3,Not bad,The place was clean and the staff were helpful.,2024-08-29,true,2025-03-26,1008
11103,3,Very good,I had a good experience overall.,2024-02-20,false,,11693
11104,5,Fun day,The visit was fun and memorable.,2024-01-23,true,2025-03-27,3754
11105,4,Nice place,"Some parts were good, but there is room for improvement.",2024-11-25,true,2025-03-07,12979
11106,2,Nice place,I had a good experience overall.,2025-02-05,true,2025-03-20,18354
11107,5,Fun day,I had a good experience overall.,2024-02-25,true,2025-03-03,416
11108,5,Not bad,The place was clean and the staff were helpful.,2024-02-12,true,2025-03-31,12084
11109,2,Amazing,"Some parts were good, but there is room for improvement.",2024-02-21,false,,11383
11110,5,Could be better,"Some parts were good, but there is room for improvement.",2024-03-26,true,2025-03-19,16556
11111,1,Worth it,I expected more from the experience.,2024-05-09,true,2025-03-06,16957
11112,1,Highly recommended,A nice attraction for families and children.,2024-03-06,false,,14672
11113,4,Great for families,"Some parts were good, but there is room for improvement.",2024-04-17,false,,11375
11114,3,Could be better,I would recommend this place to others.,2024-11-12,true,2025-03-04,10437
11115,4,Could be better,I had a good experience overall.,2024-01-31,true,2025-03-29,9202
11116,3,Fun day,The attraction was interesting and worth the price.,2024-02-11,false,,3524
11117,4,Highly recommended,The place was clean and the staff were helpful.,2024-06-05,true,2025-03-31,4727
11118,4,Nice place,The visit was fun and memorable.,2024-05-01,true,2025-03-18,4892
11119,2,Highly recommended,A nice attraction for families and children.,2024-06-23,false,,2465
11120,4,Very good,"Some parts were good, but there is room for improvement.",2024-02-27,false,,14294
11121,2,Highly recommended,I had a good experience overall.,2024-09-14,true,2025-03-22,1182
11122,1,Not bad,I would recommend this place to others.,2024-08-12,false,,13752
11123,3,Worth it,I expected more from the experience.,2024-06-29,false,,14343
11124,5,Very good,"Some parts were good, but there is room for improvement.",2024-05-25,false,,12096
11125,2,Worth it,The place was clean and the staff were helpful.,2024-04-09,false,,18970
11126,3,Amazing,I had a good experience overall.,2024-10-06,false,,14447
11127,4,Not bad,I expected more from the experience.,2024-12-10,true,2025-03-19,2386
11128,1,Very good,I had a good experience overall.,2024-10-21,false,,12211
11129,4,Great for families,I would recommend this place to others.,2024-02-14,false,,9353
11130,3,Great for families,It was too crowded and not as expected.,2024-11-17,false,,10393
11131,3,Disappointing,Everything was well organized and enjoyable.,2025-01-19,false,,11326
11132,2,Very good,I would recommend this place to others.,2024-02-01,true,2025-03-27,19538
11133,2,Fun day,I would recommend this place to others.,2024-02-08,false,,4541
11134,1,Highly recommended,I expected more from the experience.,2024-08-15,true,2025-03-13,12212
11135,1,Could be better,It was too crowded and not as expected.,2024-02-17,false,,4046
11136,2,Fun day,"Some parts were good, but there is room for improvement.",2024-06-19,true,2025-03-11,9038
11137,4,Very good,A nice attraction for families and children.,2024-01-12,false,,3052
11138,2,Nice place,The visit was fun and memorable.,2024-11-11,false,,16814
11139,4,Disappointing,The visit was fun and memorable.,2024-04-05,false,,11637
11140,3,Worth it,Everything was well organized and enjoyable.,2024-10-31,false,,8234
11141,2,Great for families,I would recommend this place to others.,2024-05-10,true,2025-03-21,12282
11142,2,Worth it,The place was clean and the staff were helpful.,2024-01-25,true,2025-03-03,15797
11143,5,Amazing,The place was clean and the staff were helpful.,2024-12-04,true,2025-03-13,11221
11144,3,Could be better,I would recommend this place to others.,2024-08-24,true,2025-03-18,4458
11145,3,Nice place,I had a good experience overall.,2024-06-03,false,,11069
11146,1,Could be better,I had a good experience overall.,2024-12-03,false,,11365
11147,4,Very good,Everything was well organized and enjoyable.,2024-01-11,true,2025-03-30,9253
11148,3,Amazing,I expected more from the experience.,2024-12-25,true,2025-03-06,10325
11149,2,Worth it,It was too crowded and not as expected.,2024-01-15,false,,17850
11150,3,Great for families,A nice attraction for families and children.,2024-08-22,false,,6604
11151,1,Not bad,Everything was well organized and enjoyable.,2024-01-17,true,2025-03-26,5756
11152,1,Nice place,I had a good experience overall.,2024-06-10,false,,18061
11153,5,Could be better,A nice attraction for families and children.,2024-12-20,false,,14908
11154,1,Not bad,The visit was fun and memorable.,2024-06-09,true,2025-03-19,17905
11155,4,Nice place,I would recommend this place to others.,2024-01-29,false,,1198
11156,4,Great for families,I expected more from the experience.,2025-02-23,true,2025-03-19,12139
11157,3,Very good,I would recommend this place to others.,2024-07-03,true,2025-03-02,2725
11158,3,Great for families,The visit was fun and memorable.,2024-01-07,false,,3991
11159,4,Nice place,I would recommend this place to others.,2024-01-30,true,2025-03-20,4960
11160,5,Fun day,A nice attraction for families and children.,2024-06-04,true,2025-04-01,18889
11161,4,Nice place,I would recommend this place to others.,2024-04-29,true,2025-03-13,8863
11162,4,Amazing,Everything was well organized and enjoyable.,2024-03-20,false,,2246
11163,4,Fun day,It was too crowded and not as expected.,2025-02-09,true,2025-03-12,5646
11164,4,Could be better,I had a good experience overall.,2025-01-01,false,,11825
11165,2,Could be better,I had a good experience overall.,2024-07-22,false,,2708
11166,4,Nice place,I expected more from the experience.,2024-03-21,false,,1698
11167,5,Fun day,I would recommend this place to others.,2024-10-11,false,,12634
11168,5,Could be better,I expected more from the experience.,2024-10-07,true,2025-03-04,13515
11169,1,Nice place,A nice attraction for families and children.,2024-07-11,true,2025-03-12,8278
11170,3,Great for families,I would recommend this place to others.,2024-06-18,false,,18009
11171,1,Amazing,I expected more from the experience.,2024-03-13,false,,11127
11172,1,Great for families,It was too crowded and not as expected.,2024-03-18,true,2025-03-28,18547
11173,3,Great for families,I had a good experience overall.,2024-02-21,false,,15314
11174,1,Could be better,The place was clean and the staff were helpful.,2024-07-10,false,,12849
11175,1,Not bad,I had a good experience overall.,2024-04-28,false,,19977
11176,3,Great for families,Everything was well organized and enjoyable.,2024-02-04,true,2025-03-09,14946
11177,5,Disappointing,Everything was well organized and enjoyable.,2024-11-28,true,2025-03-04,17085
11178,2,Worth it,"Some parts were good, but there is room for improvement.",2024-03-04,true,2025-03-18,17239
11179,5,Great for families,I expected more from the experience.,2024-04-02,true,2025-03-10,6439
11180,2,Nice place,The attraction was interesting and worth the price.,2024-08-04,true,2025-03-30,4582
11181,5,Very good,The visit was fun and memorable.,2025-01-13,false,,18751
11182,4,Amazing,I had a good experience overall.,2024-08-06,false,,8936
11183,2,Could be better,"Some parts were good, but there is room for improvement.",2024-12-04,true,2025-03-30,2567
11184,1,Great for families,I would recommend this place to others.,2024-01-07,false,,13370
11185,2,Worth it,I expected more from the experience.,2024-01-24,true,2025-03-31,2086
11186,2,Could be better,"Some parts were good, but there is room for improvement.",2024-10-11,false,,11147
11187,5,Not bad,Everything was well organized and enjoyable.,2024-07-15,false,,19969
11188,4,Fun day,The attraction was interesting and worth the price.,2024-11-17,false,,10350
11189,5,Could be better,I expected more from the experience.,2024-07-04,true,2025-03-02,11766
11190,2,Not bad,"Some parts were good, but there is room for improvement.",2024-03-16,false,,3966
11191,3,Amazing,I would recommend this place to others.,2024-02-28,false,,16020
11192,2,Great for families,It was too crowded and not as expected.,2024-10-02,true,2025-03-24,16197
11193,3,Highly recommended,I would recommend this place to others.,2025-02-10,true,2025-03-09,10274
11194,5,Nice place,I would recommend this place to others.,2024-08-17,false,,12013
11195,2,Fun day,The attraction was interesting and worth the price.,2024-03-28,true,2025-03-08,2704
11196,5,Fun day,I would recommend this place to others.,2024-08-09,true,2025-03-07,10523
11197,1,Disappointing,The attraction was interesting and worth the price.,2024-12-24,false,,6366
11198,4,Fun day,I expected more from the experience.,2024-01-10,true,2025-03-26,17540
11199,5,Disappointing,The attraction was interesting and worth the price.,2025-01-19,true,2025-03-30,14415
11200,4,Worth it,A nice attraction for families and children.,2024-11-12,false,,5879
11201,1,Great for families,A nice attraction for families and children.,2024-01-30,false,,9260
11202,5,Very good,I would recommend this place to others.,2024-12-13,true,2025-03-10,1801
11203,5,Very good,"Some parts were good, but there is room for improvement.",2025-02-25,false,,16501
11204,1,Highly recommended,I expected more from the experience.,2024-09-18,false,,8107
11205,5,Nice place,I would recommend this place to others.,2024-07-14,false,,18951
11206,4,Amazing,A nice attraction for families and children.,2024-06-08,true,2025-03-09,10544
11207,1,Could be better,The visit was fun and memorable.,2024-03-04,false,,19955
11208,5,Amazing,I had a good experience overall.,2024-03-13,false,,11271
11209,5,Disappointing,Everything was well organized and enjoyable.,2025-02-28,true,2025-03-07,4090
11210,3,Disappointing,The attraction was interesting and worth the price.,2024-03-26,true,2025-03-30,13025
11211,5,Nice place,A nice attraction for families and children.,2024-07-24,true,2025-03-22,15629
11212,3,Amazing,"Some parts were good, but there is room for improvement.",2024-09-21,false,,8419
11213,2,Fun day,A nice attraction for families and children.,2024-03-22,true,2025-03-04,7575
11214,1,Amazing,The attraction was interesting and worth the price.,2024-06-18,false,,3501
11215,5,Disappointing,The attraction was interesting and worth the price.,2024-09-03,false,,3916
11216,4,Very good,Everything was well organized and enjoyable.,2024-09-22,true,2025-03-04,8281
11217,1,Great for families,The attraction was interesting and worth the price.,2024-01-27,false,,17242
11218,3,Great for families,The place was clean and the staff were helpful.,2024-12-13,true,2025-03-09,10673
